playlist,categorie,difficulte,titre,artiste
Disco & Funk,genres,MEDIUM,Brick House,Commodores
Disco & Funk,genres,MEDIUM,Upside Down,Diana Ross
Disco & Funk,genres,MEDIUM,Celebration,Kool & The Gang
Disco & Funk,genres,MEDIUM,Ladies Night,Kool & The Gang
Disco & Funk,genres,MEDIUM,Lady Marmalade,LaBelle
Disco & Funk,genres,MEDIUM,Superstition,Stevie Wonder
Disco & Funk,genres,MEDIUM,Play That Funky Music,Wild Cherry
Disco & Funk,genres,MEDIUM,Funky Town,Lipps Inc.
Disco & Funk,genres,MEDIUM,Disco Inferno,The Trammps
Disco & Funk,genres,MEDIUM,Word Up!,Cameo
Disco & Funk,genres,MEDIUM,Give Up the Funk (Tear the Roof off the Sucker),Parliament
Disco & Funk,genres,MEDIUM,Rock the Boat,Hues Corporation
Disco & Funk,genres,MEDIUM,I'm Every Woman,Chaka Khan
Disco & Funk,genres,MEDIUM,I'm So Excited,The Pointer Sisters
Disco & Funk,genres,MEDIUM,Don't Stop,Fleetwood Mac
Disco & Funk,genres,MEDIUM,Heart of Glass,Blondie
Disco & Funk,genres,MEDIUM,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA
Disco & Funk,genres,MEDIUM,I Was Made for Lovin' You,KISS
Disco & Funk,genres,MEDIUM,Do Ya Think I'm Sexy?,Rod Stewart
Electro & EDM,genres,MEDIUM,Wake Me Up,Avicii
Electro & EDM,genres,MEDIUM,Levels,Avicii
Electro & EDM,genres,MEDIUM,Summer,Calvin Harris
Electro & EDM,genres,MEDIUM,Feel So Close,Calvin Harris
Electro & EDM,genres,MEDIUM,Titanium,David Guetta ft. Sia
Electro & EDM,genres,MEDIUM,Hey Mama,David Guetta
Electro & EDM,genres,MEDIUM,Save the World,Swedish House Mafia
Electro & EDM,genres,MEDIUM,Animals,Martin Garrix
Electro & EDM,genres,MEDIUM,Tsunami,DVBBS & Borgeous
Electro & EDM,genres,MEDIUM,Bangarang,Skrillex
Electro & EDM,genres,MEDIUM,Strobe,deadmau5
Electro & EDM,genres,MEDIUM,Tremor,"Dimitri Vegas, Like Mike & Martin Garrix"
Electro & EDM,genres,MEDIUM,Get Low,Dillon Francis & DJ Snake
Electro & EDM,genres,MEDIUM,Faded,Alan Walker
Electro & EDM,genres,MEDIUM,Clarity,Zedd
Electro & EDM,genres,MEDIUM,Don't You Worry Child,Swedish House Mafia
Electro & EDM,genres,MEDIUM,Scary Monsters and Nice Sprites,Skrillex
Electro & EDM,genres,MEDIUM,Spectrum,Zedd
Electro & EDM,genres,MEDIUM,Forbidden Voices,Martin Garrix
Electro & EDM,genres,MEDIUM,Outside,Calvin Harris ft. Ellie Goulding
Electro & EDM,genres,MEDIUM,This Is What You Came For,Calvin Harris ft. Rihanna
Electro & EDM,genres,MEDIUM,Sun Is Shining,Axwell Λ Ingrosso
Electro & EDM,genres,MEDIUM,Turn Down for What,DJ Snake & Lil Jon
Electro & EDM,genres,MEDIUM,Lean On,Major Lazer & DJ Snake ft. MØ
Electro & EDM,genres,MEDIUM,Where Are Ü Now,Skrillex & Diplo ft. Justin Bieber
Electro & EDM,genres,MEDIUM,Take Ü There,Jack Ü ft. Kiesza
Electro & EDM,genres,MEDIUM,Runaway (U & I),Galantis
Electro & EDM,genres,MEDIUM,Peanut Butter Jelly,Galantis
Electro & EDM,genres,MEDIUM,Shots,LMFAO ft. Lil Jon
Electro & EDM,genres,MEDIUM,Firestone,Kygo feat. Conrad Sewell
Electro & EDM,genres,MEDIUM,Stole the Show,Kygo
Electro & EDM,genres,MEDIUM,I Could Be the One,Avicii vs Nicky Romero
Electro & EDM,genres,MEDIUM,Dynamite,Taio Cruz
Electro & EDM,genres,MEDIUM,Ghosts 'n' Stuff,Deadmau5
Electro & EDM,genres,MEDIUM,Infinity,Guru Josh Project
Electro & EDM,genres,MEDIUM,Seek Bromance,Tim Berg
Electro & EDM,genres,MEDIUM,Heroes,Alesso ft. Tove Lo
Electro & EDM,genres,MEDIUM,Under Control,Calvin Harris & Alesso ft. Hurts
Electro & EDM,genres,MEDIUM,Let Me Love You,DJ Snake ft. Justin Bieber
Electro & EDM,genres,MEDIUM,Taki Taki,"DJ Snake ft. Selena Gomez, Ozuna & Cardi B"
Electro & EDM,genres,MEDIUM,Blame,Calvin Harris ft. John Newman
Electro & EDM,genres,MEDIUM,Without You,David Guetta
Electro & EDM,genres,MEDIUM,Play Hard,David Guetta ft. Ne-Yo & Akon
Electro & EDM,genres,MEDIUM,Beautiful Now,Zedd ft. Jon Bellion
Electro & EDM,genres,MEDIUM,Stay The Night,Zedd
Electro & EDM,genres,MEDIUM,Gold,Kiiara
Electro & EDM,genres,MEDIUM,Something Just Like This,The Chainsmokers & Coldplay
Electro & EDM,genres,MEDIUM,Closer,The Chainsmokers ft. Halsey
Electro & EDM,genres,MEDIUM,Don't Let Me Down,The Chainsmokers ft. Daya
Electro & EDM,genres,MEDIUM,Roses,The Chainsmokers
Electro & EDM,genres,MEDIUM,#Selfie,The Chainsmokers
Electro & EDM,genres,MEDIUM,Never Forget You,Zara Larsson & MNEK
Electro & EDM,genres,MEDIUM,Good Feeling,Flo Rida
Electro & EDM,genres,MEDIUM,Right Now,Rihanna ft. David Guetta
Electro & EDM,genres,MEDIUM,Scream & Shout,will.i.am ft. Britney Spears
Electro & EDM,genres,MEDIUM,In the Name of Love,Martin Garrix & Bebe Rexha
Electro & EDM,genres,MEDIUM,There's Nothing Holdin' Me Back,Shawn Mendes
Italo Disco Classics,genres,MEDIUM,Vamos a la Playa,Righeira
Italo Disco Classics,genres,MEDIUM,Tarzan Boy,Baltimora
Italo Disco Classics,genres,MEDIUM,Boys (Summertime Love),Sabrina
Italo Disco Classics,genres,MEDIUM,I Like Chopin,Gazebo
Italo Disco Classics,genres,MEDIUM,Self Control,Raf
Italo Disco Classics,genres,MEDIUM,Dolce Vita,Ryan Paris
Italo Disco Classics,genres,MEDIUM,Easy Lady,Spagna
Italo Disco Classics,genres,MEDIUM,Future Brain,Den Harrow
Italo Disco Classics,genres,MEDIUM,People from Ibiza,Sandy Marton
Italo Disco Classics,genres,MEDIUM,Don't Cry Tonight,Savage
Italo Disco Classics,genres,MEDIUM,Slice Me Nice,Fancy
Italo Disco Classics,genres,MEDIUM,Happy Children,P. Lion
Italo Disco Classics,genres,MEDIUM,Hypnotic Tango,My Mine
Italo Disco Classics,genres,MEDIUM,Around My Dream,Silver Pozzoli
Italo Disco Classics,genres,MEDIUM,Tonight,Ken Laszlo
Metal & Hard Rock,genres,MEDIUM,Enter Sandman,Metallica
Metal & Hard Rock,genres,MEDIUM,Master of Puppets,Metallica
Metal & Hard Rock,genres,MEDIUM,Nothing Else Matters,Metallica
Metal & Hard Rock,genres,MEDIUM,The Trooper,Iron Maiden
Metal & Hard Rock,genres,MEDIUM,Run to the Hills,Iron Maiden
Metal & Hard Rock,genres,MEDIUM,The Number of the Beast,Iron Maiden
Metal & Hard Rock,genres,MEDIUM,Paranoid,Black Sabbath
Metal & Hard Rock,genres,MEDIUM,War Pigs,Black Sabbath
Metal & Hard Rock,genres,MEDIUM,Back in Black,AC/DC
Metal & Hard Rock,genres,MEDIUM,Thunderstruck,AC/DC
Metal & Hard Rock,genres,MEDIUM,Crazy Train,Ozzy Osbourne
Metal & Hard Rock,genres,MEDIUM,Holy Diver,Dio
Metal & Hard Rock,genres,MEDIUM,Walk,Pantera
Metal & Hard Rock,genres,MEDIUM,Symphony of Destruction,Megadeth
Metal & Hard Rock,genres,MEDIUM,Welcome to the Jungle,Guns N' Roses
Metal & Hard Rock,genres,MEDIUM,Breaking the Law,Judas Priest
Metal & Hard Rock,genres,MEDIUM,You've Got Another Thing Comin',Judas Priest
Metal & Hard Rock,genres,MEDIUM,Sweet Child o' Mine,Guns N' Roses
Metal & Hard Rock,genres,MEDIUM,Raining Blood,Slayer
Metal & Hard Rock,genres,MEDIUM,Angel of Death,Slayer
Metal & Hard Rock,genres,MEDIUM,Man in the Box,Alice in Chains
Metal & Hard Rock,genres,MEDIUM,Them Bones,Alice in Chains
Metal & Hard Rock,genres,MEDIUM,Kickstart My Heart,Mötley Crüe
Metal & Hard Rock,genres,MEDIUM,Poison,Alice Cooper
Metal & Hard Rock,genres,MEDIUM,School's Out,Alice Cooper
Metal & Hard Rock,genres,MEDIUM,Round and Round,Ratt
Metal & Hard Rock,genres,MEDIUM,Cult of Personality,Living Colour
Metal & Hard Rock,genres,MEDIUM,Rock You Like a Hurricane,Scorpions
Metal & Hard Rock,genres,MEDIUM,The Final Countdown,Europe
Metal & Hard Rock,genres,MEDIUM,Here I Go Again,Whitesnake
Metal & Hard Rock,genres,MEDIUM,Balls to the Wall,Accept
Metal & Hard Rock,genres,MEDIUM,Overkill,Motörhead
Metal & Hard Rock,genres,MEDIUM,The Beautiful People,Marilyn Manson
Metal & Hard Rock,genres,MEDIUM,Aerials,System of a Down
Metal & Hard Rock,genres,MEDIUM,Toxicity,System of a Down
Metal & Hard Rock,genres,MEDIUM,Before I Forget,Slipknot
Metal & Hard Rock,genres,MEDIUM,Psychosocial,Slipknot
Metal & Hard Rock,genres,MEDIUM,Down with the Sickness,Disturbed
Metal & Hard Rock,genres,MEDIUM,Freak on a Leash,Korn
Metal & Hard Rock,genres,MEDIUM,Blind,Korn
Metal & Hard Rock,genres,MEDIUM,Walk This Way,Aerosmith
Metal & Hard Rock,genres,MEDIUM,Dream On,Aerosmith
Metal & Hard Rock,genres,MEDIUM,Du Hast,Rammstein
Metal & Hard Rock,genres,MEDIUM,Sonne,Rammstein
Metal & Hard Rock,genres,MEDIUM,Killing in the Name,Rage Against the Machine
Metal & Hard Rock,genres,MEDIUM,Bulls on Parade,Rage Against the Machine
Metal & Hard Rock,genres,MEDIUM,Last Resort,Papa Roach
Metal & Hard Rock,genres,MEDIUM,Redneck,Lamb of God
Rap Français,genres,MEDIUM,DKR,Booba
Rap Français,genres,MEDIUM,Le monde ou rien,PNL
Rap Français,genres,MEDIUM,Marina,La Fouine
Rap Français,genres,MEDIUM,La boulette,Diam's
Rap Français,genres,MEDIUM,Désolé,Sexion d'Assaut
Rap Français,genres,MEDIUM,Wati House,Sexion d'Assaut
Rap Français,genres,MEDIUM,La terre est ronde,Orelsan
Rap Français,genres,MEDIUM,Basique,Orelsan
Rap Français,genres,MEDIUM,Toulon Marseille,Lefa
Rap Français,genres,MEDIUM,Réseaux,Niska
Rap Français,genres,MEDIUM,Macarena,Damso
Rap Français,genres,MEDIUM,A.W.A.,Lacrim
Rap Français,genres,MEDIUM,Mannschaft,SCH
Rap Français,genres,MEDIUM,Désaccordé,Vald
Rap Français,genres,MEDIUM,Hiro,Soprano
Rap Français,genres,MEDIUM,Au DD,PNL
Rap Français,genres,MEDIUM,Djadja,Aya Nakamura
Rap Français,genres,MEDIUM,Papaoutai,Stromae
Rap Français,genres,MEDIUM,Formidable,Stromae
Rap US,genres,MEDIUM,California Love,2Pac
Rap US,genres,MEDIUM,Juicy,The Notorious B.I.G.
Rap US,genres,MEDIUM,Mo Money Mo Problems,The Notorious B.I.G.
Rap US,genres,MEDIUM,Gin and Juice,Snoop Dogg
Rap US,genres,MEDIUM,Still D.R.E.,Dr. Dre
Rap US,genres,MEDIUM,C.R.E.A.M.,Wu-Tang Clan
Rap US,genres,MEDIUM,Push It,Salt-N-Pepa
Rap US,genres,MEDIUM,Ms. Jackson,OutKast
Rap US,genres,MEDIUM,The Way I Are,Timbaland
Rap US,genres,MEDIUM,Get Low,Lil Jon & The East Side Boyz
Rap US,genres,MEDIUM,My Boo,Usher & Alicia Keys
Rap US,genres,MEDIUM,Heartless,Kanye West
Rap US,genres,MEDIUM,99 Problems,Jay-Z
Rap US,genres,MEDIUM,X Gon' Give It to Ya,DMX
Rap US,genres,MEDIUM,It Was a Good Day,Ice Cube
Rap US,genres,MEDIUM,In da Club,50 Cent
Rap US,genres,MEDIUM,Nuthin' but a 'G' Thang,Dr. Dre
Rap US,genres,MEDIUM,Hey Ya!,OutKast
Rap US,genres,MEDIUM,Gold Digger,Kanye West
Rap US,genres,MEDIUM,The Real Slim Shady,Eminem
Rap US,genres,MEDIUM,Lose Yourself,Eminem
Rap US,genres,MEDIUM,Drop It Like It's Hot,Snoop Dogg
Rap US,genres,MEDIUM,Regulate,Warren G ft. Nate Dogg
Rap US,genres,MEDIUM,Changes,2Pac
Rap US,genres,MEDIUM,Candy Shop,50 Cent
Rap US,genres,MEDIUM,Jump Around,House of Pain
Rap US,genres,MEDIUM,Insane in the Brain,Cypress Hill
Rap US,genres,MEDIUM,"Shook Ones, Pt. II",Mobb Deep
Rap US,genres,MEDIUM,Gettin' Jiggy wit It,Will Smith
Rap US,genres,MEDIUM,U Can't Touch This,MC Hammer
Rap US,genres,MEDIUM,Scenario,A Tribe Called Quest
Rap US,genres,MEDIUM,Can I Kick It?,A Tribe Called Quest
Rap US,genres,MEDIUM,Ruff Ryders' Anthem,DMX
Rap US,genres,MEDIUM,Summertime,DJ Jazzy Jeff & The Fresh Prince
Rap US,genres,MEDIUM,No Diggity,Blackstreet
Rap US,genres,MEDIUM,Protect Ya Neck,Wu-Tang Clan
Rap US,genres,MEDIUM,All I Do Is Win,DJ Khaled
Rap US,genres,MEDIUM,It's Tricky,Run-D.M.C.
Rap US,genres,MEDIUM,Walk This Way,Run-D.M.C.
Rap US,genres,MEDIUM,Fight the Power,Public Enemy
Rap US,genres,MEDIUM,Crossroads,Bone Thugs-N-Harmony
Rap US,genres,MEDIUM,I Wish,Skee-Lo
Rap US,genres,MEDIUM,Passin' Me By,The Pharcyde
Rap US,genres,MEDIUM,Today Was a Good Day,Ice Cube
Rap US,genres,MEDIUM,The Choice Is Yours,Black Sheep
Rap US,genres,MEDIUM,Doo Wop (That Thing),Lauryn Hill
Rap US,genres,MEDIUM,Ready or Not,Fugees
Rap US,genres,MEDIUM,Killing Me Softly,Fugees
Rap US,genres,MEDIUM,The Humpty Dance,Digital Underground
Rap US,genres,MEDIUM,Straight Outta Compton,N.W.A
Rap US,genres,MEDIUM,Express Yourself,N.W.A
Rap US,genres,MEDIUM,Bust a Move,Young MC
Rap US,genres,MEDIUM,Wild Thing,Tone Lōc
Rap US,genres,MEDIUM,Just a Friend,Biz Markie
Rap US,genres,MEDIUM,Hot in Herre,Nelly
Rap US,genres,MEDIUM,Ride wit Me,Nelly
Rap US,genres,MEDIUM,Music,Erick Sermon
Rap US,genres,MEDIUM,Slam,Onyx
Rap US,genres,MEDIUM,Simon Says,Pharoahe Monch
Rap US,genres,MEDIUM,Get Ur Freak On,Missy Elliott
Rap US,genres,MEDIUM,Work It,Missy Elliott
Rap US,genres,MEDIUM,Nothin' on You,B.o.B
Rap US,genres,MEDIUM,Back That Azz Up,Juvenile
Rap US,genres,MEDIUM,Stay Fly,Three 6 Mafia
Rap US,genres,MEDIUM,Got Money,Lil Wayne
Rap US,genres,MEDIUM,Hate It or Love It,The Game
Rap US,genres,MEDIUM,How We Do,The Game
Rap US,genres,MEDIUM,Tipsy,J-Kwon
Rap US,genres,MEDIUM,What You Know,T.I.
Rap US,genres,MEDIUM,Whatever You Like,T.I.
Rap US,genres,MEDIUM,Yeah!,Usher ft. Lil Jon & Ludacris
Rap US,genres,MEDIUM,Buy U a Drank (Shawty Snappin'),T-Pain
Rap US,genres,MEDIUM,Crank That (Soulja Boy),Soulja Boy
Rap US,genres,MEDIUM,Let Me Blow Ya Mind,Eve
Reggae & Bob Marley,genres,MEDIUM,"No Woman, No Cry",Bob Marley & The Wailers
Reggae & Bob Marley,genres,MEDIUM,Three Little Birds,Bob Marley & The Wailers
Reggae & Bob Marley,genres,MEDIUM,One Love,Bob Marley & The Wailers
Reggae & Bob Marley,genres,MEDIUM,Buffalo Soldier,Bob Marley & The Wailers
Reggae & Bob Marley,genres,MEDIUM,Could You Be Loved,Bob Marley & The Wailers
Reggae & Bob Marley,genres,MEDIUM,"Get Up, Stand Up",Bob Marley & The Wailers
Reggae & Bob Marley,genres,MEDIUM,Redemption Song,Bob Marley & The Wailers
Reggae & Bob Marley,genres,MEDIUM,Welcome to Jamrock,Damian Marley
Reggae & Bob Marley,genres,MEDIUM,Pass the Dutchie,Musical Youth
Reggae & Bob Marley,genres,MEDIUM,Boombastic,Shaggy
Reggae & Bob Marley,genres,MEDIUM,Murder She Wrote,Chaka Demus & Pliers
Reggae & Bob Marley,genres,MEDIUM,Bam Bam,Sister Nancy
Reggae & Bob Marley,genres,MEDIUM,Tomorrow People,Ziggy Marley
Reggae & Bob Marley,genres,MEDIUM,Hot Hot Hot,Arrow
Reggae & Bob Marley,genres,MEDIUM,One Step Beyond,Madness
Reggae & Bob Marley,genres,MEDIUM,Red Red Wine,UB40
Reggae & Bob Marley,genres,MEDIUM,I Can See Clearly Now,Jimmy Cliff
Reggae & Bob Marley,genres,MEDIUM,It Wasn't Me,Shaggy
Reggae & Bob Marley,genres,MEDIUM,Electric Avenue,Eddy Grant
Reggae & Bob Marley,genres,MEDIUM,54-46 Was My Number,Toots & The Maytals
Reggae & Bob Marley,genres,MEDIUM,Dreadlock Holiday,10cc
Reggae & Bob Marley,genres,MEDIUM,Ghost Town,The Specials
Reggae & Bob Marley,genres,MEDIUM,Get Busy,Sean Paul
Reggae & Bob Marley,genres,MEDIUM,Beautiful Girls,Sean Kingston
Reggae & Bob Marley,genres,MEDIUM,Rude,MAGIC!
Reggae & Bob Marley,genres,MEDIUM,What I Got,Sublime
Reggae & Bob Marley,genres,MEDIUM,Santeria,Sublime
Rock Français,genres,MEDIUM,Un autre monde,Téléphone
Rock Français,genres,MEDIUM,Ça (c'est vraiment toi),Téléphone
Rock Français,genres,MEDIUM,Mala Vida,Mano Negra
Rock Français,genres,MEDIUM,King Kong Five,Mano Negra
Rock Français,genres,MEDIUM,Le petit train,Les Rita Mitsouko
Rock Français,genres,MEDIUM,Marlène,Noir Désir
Rock Français,genres,MEDIUM,Tostaky,Noir Désir
Rock Français,genres,MEDIUM,La nuit je mens,Alain Bashung
Rock Français,genres,MEDIUM,Tu lui diras,Mickey 3D
Rock Français,genres,MEDIUM,My Name Is Stain,Shaka Ponk
Rock Français,genres,MEDIUM,Ghost,Skip the Use
Rock Français,genres,MEDIUM,L'hymne de nos campagnes,Tryo
Rock Français,genres,MEDIUM,Tout le bonheur du monde,Sinsemilia
Rock Français,genres,MEDIUM,Clandestino,Manu Chao
Rock Français,genres,MEDIUM,Canary Bay,Indochine
Rock Français,genres,MEDIUM,La tribu de Dana,Manau
Rock Français,genres,MEDIUM,Alors on danse,Stromae
Soul & R&B,genres,MEDIUM,Respect,Aretha Franklin
Soul & R&B,genres,MEDIUM,Try a Little Tenderness,Otis Redding
Soul & R&B,genres,MEDIUM,Stand by Me,Ben E. King
Soul & R&B,genres,MEDIUM,Superstition,Stevie Wonder
Soul & R&B,genres,MEDIUM,I Just Called to Say I Love You,Stevie Wonder
Soul & R&B,genres,MEDIUM,What's Going On,Marvin Gaye
Soul & R&B,genres,MEDIUM,Sexual Healing,Marvin Gaye
Soul & R&B,genres,MEDIUM,Let's Stay Together,Al Green
Soul & R&B,genres,MEDIUM,Soul Man,Sam & Dave
Soul & R&B,genres,MEDIUM,Lean on Me,Bill Withers
Soul & R&B,genres,MEDIUM,Lovely Day,Bill Withers
Soul & R&B,genres,MEDIUM,I Want You Back,The Jackson 5
Soul & R&B,genres,MEDIUM,Single Ladies (Put a Ring on It),Beyoncé
Soul & R&B,genres,MEDIUM,Waterfalls,TLC
Soul & R&B,genres,MEDIUM,End of the Road,Boyz II Men
Soul & R&B,genres,MEDIUM,I Heard It Through the Grapevine,Gladys Knight & The Pips
Soul & R&B,genres,MEDIUM,Think,Aretha Franklin
Soul & R&B,genres,MEDIUM,(Sittin' On) The Dock of the Bay,Otis Redding
Soul & R&B,genres,MEDIUM,When a Man Loves a Woman,Percy Sledge
Soul & R&B,genres,MEDIUM,Lady Marmalade,LaBelle
Soul & R&B,genres,MEDIUM,Killing Me Softly with His Song,Roberta Flack
Soul & R&B,genres,MEDIUM,Brick House,Commodores
Soul & R&B,genres,MEDIUM,September,"Earth, Wind & Fire"
Soul & R&B,genres,MEDIUM,Get Down Tonight,KC and the Sunshine Band
Soul & R&B,genres,MEDIUM,Hello,Lionel Richie
Soul & R&B,genres,MEDIUM,What Have You Done for Me Lately,Janet Jackson
Soul & R&B,genres,MEDIUM,Man in the Mirror,Michael Jackson
Soul & R&B,genres,MEDIUM,Every Little Step,Bobby Brown
Soul & R&B,genres,MEDIUM,I'll Make Love to You,Boyz II Men
Soul & R&B,genres,MEDIUM,No Scrubs,TLC
Soul & R&B,genres,MEDIUM,Un-Break My Heart,Toni Braxton
Soul & R&B,genres,MEDIUM,Always Be My Baby,Mariah Carey
Soul & R&B,genres,MEDIUM,Fantasy,Mariah Carey
Soul & R&B,genres,MEDIUM,This Is How We Do It,Montell Jordan
Soul & R&B,genres,MEDIUM,Poison,Bell Biv DeVoe
Soul & R&B,genres,MEDIUM,No Diggity,Blackstreet
Soul & R&B,genres,MEDIUM,If I Ain't Got You,Alicia Keys
Soul & R&B,genres,MEDIUM,No One,Alicia Keys
Soul & R&B,genres,MEDIUM,Crazy in Love,Beyoncé ft. Jay-Z
Soul & R&B,genres,MEDIUM,Irreplaceable,Beyoncé
Soul & R&B,genres,MEDIUM,Yeah!,Usher ft. Lil Jon & Ludacris
Soul & R&B,genres,MEDIUM,Dilemma,Nelly
Soul & R&B,genres,MEDIUM,Hot in Herre,Nelly
Soul & R&B,genres,MEDIUM,Work It,Missy Elliott
Soul & R&B,genres,MEDIUM,Doo Wop (That Thing),Lauryn Hill
Soul & R&B,genres,MEDIUM,Ex-Factor,Lauryn Hill
Soul & R&B,genres,MEDIUM,Say My Name,Destiny's Child
Soul & R&B,genres,MEDIUM,Survivor,Destiny's Child
Soul & R&B,genres,MEDIUM,Pony,Ginuwine
Soul & R&B,genres,MEDIUM,Shining Star,"Earth, Wind & Fire"
Soul & R&B,genres,MEDIUM,Super Freak,Rick James
Soul & R&B,genres,MEDIUM,With You,Chris Brown
Afrobeats,originals,MEDIUM,Last Last,Burna Boy
Afrobeats,originals,MEDIUM,City Boys,Burna Boy
Afrobeats,originals,MEDIUM,Essence,Wizkid
Afrobeats,originals,MEDIUM,Bad to Me,Wizkid
Afrobeats,originals,MEDIUM,Calm Down,Rema
Afrobeats,originals,MEDIUM,Charm,Rema
Afrobeats,originals,MEDIUM,Stand Strong,Davido
Afrobeats,originals,MEDIUM,Unavailable,Davido
Afrobeats,originals,MEDIUM,Free Mind,Tems
Afrobeats,originals,MEDIUM,Try Me,Tems
Afrobeats,originals,MEDIUM,Love Nwantiti (Ah Ah Ah),CKay
Afrobeats,originals,MEDIUM,Sungba,Asake
Afrobeats,originals,MEDIUM,Lonely at the Top,Asake
Afrobeats,originals,MEDIUM,Buga (Lo Lo),Kizz Daniel
Afrobeats,originals,MEDIUM,Cough (Odoyewu),Kizz Daniel
Afrobeats,originals,MEDIUM,Bam Bam,Camila Cabello feat. Ed Sheeran
Afrobeats,originals,MEDIUM,Bloody Samaritan,Ayra Starr
Anniversaire,originals,MEDIUM,Happy Birthday,Altered Images
Anniversaire,originals,MEDIUM,Celebration,Kool & The Gang
Anniversaire,originals,MEDIUM,Y.M.C.A.,Village People
Anniversaire,originals,MEDIUM,Dancing Queen,ABBA
Anniversaire,originals,MEDIUM,We Are Family,Sister Sledge
Anniversaire,originals,MEDIUM,Don't Stop Me Now,Queen
Anniversaire,originals,MEDIUM,I Gotta Feeling,The Black Eyed Peas
Anniversaire,originals,MEDIUM,Tata Yoyo,Annie Cordy
Anniversaire,originals,MEDIUM,Le bal masqué,La Compagnie Créole
Anniversaire,originals,MEDIUM,Macarena,Los del Río
Anniversaire,originals,MEDIUM,Cotton Eye Joe,Rednex
Anniversaire,originals,MEDIUM,Saga Africa,Yannick Noah
Anniversaire,originals,MEDIUM,Ramenez la coupe à la maison,Vegedream
Anniversaire,originals,MEDIUM,Aserejé (The Ketchup Song),Las Ketchup
Anniversaire,originals,MEDIUM,Lambada,Kaoma
Anniversaire,originals,MEDIUM,We Will Rock You,Queen
Anniversaire,originals,MEDIUM,Uptown Funk,Mark Ronson ft. Bruno Mars
Anniversaire,originals,MEDIUM,September,"Earth, Wind & Fire"
Anniversaire,originals,MEDIUM,I Wanna Dance with Somebody,Whitney Houston
Anniversaire,originals,MEDIUM,Wake Me Up Before You Go-Go,Wham!
Anniversaire,originals,MEDIUM,Girls Just Want to Have Fun,Cyndi Lauper
Anniversaire,originals,MEDIUM,Can't Stop the Feeling!,Justin Timberlake
Anniversaire,originals,MEDIUM,Happy,Pharrell Williams
Anniversaire,originals,MEDIUM,La Bamba,Los Lobos
Anniversaire,originals,MEDIUM,I'm So Excited,The Pointer Sisters
Anniversaire,originals,MEDIUM,Le Freak,Chic
Anniversaire,originals,MEDIUM,Livin' on a Prayer,Bon Jovi
Anniversaire,originals,MEDIUM,Waka Waka (This Time for Africa),Shakira
Anniversaire,originals,MEDIUM,Jump Around,House of Pain
Anniversaire,originals,MEDIUM,It's Raining Men,The Weather Girls
Anniversaire,originals,MEDIUM,Mambo No. 5,Lou Bega
Anniversaire,originals,MEDIUM,Wannabe,Spice Girls
Anniversaire,originals,MEDIUM,Get Lucky,Daft Punk ft. Pharrell Williams
Anniversaire,originals,MEDIUM,Single Ladies (Put a Ring on It),Beyoncé
Anniversaire,originals,MEDIUM,Gangnam Style,PSY
Anniversaire,originals,MEDIUM,Sweet Caroline,Neil Diamond
Anniversaire,originals,MEDIUM,The Twist,Chubby Checker
Anniversaire,originals,MEDIUM,Footloose,Kenny Loggins
Anniversaire,originals,MEDIUM,Shut Up and Dance,Walk the Moon
Anniversaire,originals,MEDIUM,Hot Stuff,Donna Summer
Anniversaire,originals,MEDIUM,Last Night a D.J. Saved My Life,Indeep
Anniversaire,originals,MEDIUM,Rock Your Body,Justin Timberlake
Anniversaire,originals,MEDIUM,Oops!... I Did It Again,Britney Spears
Anniversaire,originals,MEDIUM,Boom Boom Pow,The Black Eyed Peas
Anniversaire,originals,MEDIUM,Billie Jean,Michael Jackson
Anniversaire,originals,MEDIUM,Crazy in Love,Beyoncé ft. Jay-Z
Anniversaire,originals,MEDIUM,Yeah!,Usher ft. Lil Jon & Ludacris
Anniversaire,originals,MEDIUM,On the Floor,Jennifer Lopez ft. Pitbull
Anniversaire,originals,MEDIUM,I Like to Move It,Reel 2 Real
Anniversaire,originals,MEDIUM,Turn Down for What,DJ Snake & Lil Jon
Anniversaire,originals,MEDIUM,Dynamite,Taio Cruz
Anniversaire,originals,MEDIUM,Pump Up the Jam,Technotronic
Anniversaire,originals,MEDIUM,Rhythm Is a Dancer,Snap!
Anniversaire,originals,MEDIUM,What Is Love,Haddaway
Anniversaire,originals,MEDIUM,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
Anniversaire,originals,MEDIUM,The Final Countdown,Europe
Anniversaire,originals,MEDIUM,Eye of the Tiger,Survivor
Anniversaire,originals,MEDIUM,Don't Stop Believin',Journey
Anniversaire,originals,MEDIUM,Jump,Van Halen
Anniversaire,originals,MEDIUM,That's the Way (I Like It),KC and the Sunshine Band
Anniversaire,originals,MEDIUM,Rock Around the Clock,Bill Haley & His Comets
Anniversaire,originals,MEDIUM,Blurred Lines,Robin Thicke ft. T.I. & Pharrell
Anniversaire,originals,MEDIUM,Sexy and I Know It,LMFAO
Anniversaire,originals,MEDIUM,Timber,Pitbull ft. Ke$ha
Anniversaire,originals,MEDIUM,Give Me Everything,"Pitbull ft. Ne-Yo, Afrojack & Nayer"
Anniversaire,originals,MEDIUM,Temperature,Sean Paul
Anniversaire,originals,MEDIUM,Get Busy,Sean Paul
