youtube_id	yt_title	yt_channel	catalog_artist	catalog_title	verdict	playable	reason	n_tracks
WUSYb3igXzI	Petula Clark - DownTown	takutaq	Petula Clark	Downtown	ok	Y		2
n2STDrP5UvI	P!NK - Raise Your Glass (Clean)	PinkVEVO	Pink	Raise Your Glass	ok	Y		1
4sZ7eR451Vc	Gold - Capitaine abandonné (Clip Officiel)	GOLD	Gold	Capitaine abandonné	ok	Y		2
SWtiCRntA-E	Indochine - 3e sexe (Clip officiel)	indochineVEVO	Indochine	3e sexe	ok	Y		2
7wGEAt_jFrI	Étienne Daho & Dani - Comme Un Boomerang (Audio officiel)	100% Chanson Française	Étienne Daho	Comme un boomerang	ok	Y		2
DagKAzSk9Z8	Maxime Le Forestier - Né quelque part	MaximLeForestierVEVO	Maxime Le Forestier	Né quelque part	ok	Y		2
wp43OdtAAkM	Kate Bush - Running Up That Hill - Official Music Video	KateBushMusic	Kate Bush	Running Up That Hill	ok	Y		5
lt-TThcJUqM	GenderSwap The Amazing World of gumball	MikuFans2026	Bande originale	Gumball Theme	title_mismatch	Y		1
flA5ndOyZbI	Happy Xmas (War Is Over) (Ultimate Mix)	John Lennon - Topic	John Lennon	Happy Xmas (War Is Over)	ok	Y		1
ghb6eDopW8I	Of Monsters and Men - Little Talks	OfMonstersAndMenVEVO	Of Monsters and Men	Little Talks	ok	Y		4
zMrMDvW5MaM	Avatar: The Last Airbender	Jeremy Zuckerman - Topic	Bande originale	Avatar Main Theme	title_mismatch	Y		1
O4SCtjcEJKc	Gillian Hills - Zou Bisou Bisou (Official Video)	Gillian Hills Official	Gillian Hills	Zou bisou bisou	ok	Y		1
4y4D-evzDTo	Zebda - Tomber La Chemise	ZebdaVEVO	Zebda	Tomber la chemise	ok	Y		3
fF09K4SYdg8	Doja Cat - Kiss Me More (feat. SZA) (Explicit)	ATTACK OF SONG	Doja Cat & SZA	Kiss Me More	ok	Y		1
l4n6x24RRM4	Tina Arena - Aller plus haut (Official Music Video)	TinaArenaVEVO	Tina Arena	Aller plus haut	ok	Y		2
0p6gzbBLb4Y	Les marionnettes	Christophe - Topic	Christophe	Les Marionnettes	ok	Y		1
Ijk4j-r7qPA	Franz Ferdinand - Take Me Out (Video)	franzferdinandVEVO	Franz Ferdinand	Take Me Out	ok	Y		3
vFwYJYl5GUQ	Type O Negative - Black No. 1 (Little Miss Scare -All) [HD Remaster] [OFFICIAL VIDEO]	Roadrunner Records	Type O Negative	Black No. 1	ok	Y		2
Ft2U58G5Szw	Etienne Daho - Week end à Rome	Dahofficial	Étienne Daho	Week-end à Rome	ok	Y		2
8w_E3fyzPnw	Eros Ramazzotti - Cose Della Vita (1993 directed by Spike Lee)	ErosRamazzotti	Eros Ramazzotti	Cose della vita	ok	Y		2
Rx0wfIdrD8w	HQ THE DOOBIE BROTHERS  -  CHINA GROVE   BEST VERSION! High Fidelity Audio HQ & LYRICS	BEST VERSION CLASSIC ROCK	The Doobie Brothers	China Grove	ok	Y		2
WYMSjg3RxYk	Nino Ferrer - Les cornichons	NinoFerrerVEVO	Nino Ferrer	Les Cornichons	ok	Y		2
UUI5fgxpzgI	Good Mood (Original Song From Paw Patrol: The Movie)	Adam Levine - Topic	Bande originale	PAW Patrol Theme	ok	Y		1
CIjqKL33TTE	Richard Cocciante : Le Coup de Soleil	Costantino	Richard Cocciante	Le coup de soleil	ok	Y		2
kutk2XHEZNU	Vald - Désaccordé	VALDVEVO	Vald	Désaccordé	ok	Y		3
xkfayFLfLTU	Vous les copains	Sheila - Topic	Sheila	Vous les copains	ok	Y		1
dty7JyWKoKg	Gold - Plus près des étoiles (Clip officiel)	100% Chanson Française	Gold	Plus près des étoiles	ok	Y		2
XDVZoMlxzJA	Isabelle Adjani - Pull marine	IsabelleAdjaniVEVO	Isabelle Adjani	Pull marine	ok	Y		2
aR7j7bDRSO4	Johnny Hallyday - Allumer Le Feu [Audio Officiel]	JohnnyHallydayForever	Johnny Hallyday	Allumer le feu	ok	Y		4
2XVHXW2u_98	Ottawan - T'es Ok, T'es Bath, T'es in (Official Audio)	Ottawan	Ottawan	T'es OK, t'es bath, t'es in	ok	Y		1
wulejb3mZK0	Theme Music From Peppa Pig	Peppa Pig Hörspiele - Topic	Bande originale	Peppa Pig Theme	ok	Y		1
gD7trwyPGKA	Sabine Paturel - Les Bêtises (Clip officiel)	Club Music 80	Sabine Paturel	Les bêtises	ok	Y		1
JMIZZz6sax4	Emile & Images - Les Démons de Minuit	DaftPie	Émile et Images	Les Démons de minuit	ok	Y		1
9unPGVGwHps	La dernière séance	Eddy Mitchell - Topic	Eddy Mitchell	La Dernière Séance	ok	Y		1
95qTV7T7KHA	Nino Ferrer - Mirza	French 60s Pop	Nino Ferrer	Mirza	ok	Y		1
q3zqJs7JUCQ	Taylor Swift - Fortnight (feat. Post Malone) (Official Music Video)	Taylor Swift	Taylor Swift feat. Post Malone	Fortnight	ok	Y		4
pE49WK-oNjU	Ariana Grande & Justin Bieber - Stuck with U	ArianaGrandeVevo	Ariana Grande & Justin Bieber	Stuck with U	ok	Y		2
-j0v6iYzBao	Comment le revoir	Chantal Goya - Topic	Chantal Goya	Comment le revoir	ok	Y		1
oYpnRAT40KU	Madonna - Die Another Day	Sim Fortin	Madonna	Die Another Day	ok	Y		2
0BR1vCaPhCo	Soprano -  Hello (Audio officiel)	Soprano Officiel	Soprano	Hello	ok	Y		2
rOoCixFA8OI	Radiohead - Reckoner	TheInformation	Radiohead	Reckoner	ok	Y		2
p_hdmt4vpBo	Le Festin- Camille (Ratatouille Soundtrack)	fungies22	Camille	Le festin	ok	Y		2
PHZ-7pZ_5Sc	Måns Zelmerlöw   Heroes   Audio Sweden 2015 Eurovision Song Contest winner	Reigo Lundèn	Måns Zelmerlöw	Heroes	ok	Y		1
dK2qrmk-sTM	Enrico Macias - Les filles de mon pays (EPK)	EnricoMaciasVEVO	Enrico Macias	Les Filles de mon pays	ok	Y		1
_eObAFn9F4E	IAM - Demain, c'est loin (Audio officiel)	IAM Officiel	IAM	Demain c'est loin	ok	Y		4
aS1no1myeTM	Miley Cyrus - Midnight Sky (Official Video)	MileyCyrusVEVO	Miley Cyrus	Midnight Sky	ok	Y		1
S_xH7noaqTA	Stromae - Formidable (ceci n'est pas une leçon)	Stromae	Stromae	Formidable	ok	Y		6
tKlcV9QAn5s	Les Innocents - L'autre Finistère (Audio Officiel)	Les Innocents	Les Innocents	L'autre Finistère	ok	Y		2
S_4TmECivi4	Pascal Obispo - Tombé pour elle	Morgan	Pascal Obispo	Tombé pour elle	ok	Y		2
Mme9REVuidw	Zouhair Bahaoui - Hasta Luego ft TiiwTiiw & CHK #DreamTiiw2k17	Iliass TiiwTiiw	Tiakola	Hasta Luego	artist_mismatch	Y		1
y4HYo34K4yw	PJ Masks Theme Song	PJ Masks - Topic	Bande originale	PJ Masks Theme	ok	Y		1
1FH-q0I1fJY	Grimes - Genesis	Grimes	Grimes	Genesis	ok	Y		2
GtfZbj4J71A	Indeep - Last Night A DJ Saved My Life (Official Music Video)	UnidiscMusic	Indeep	Last Night a D.J. Saved My Life	ok	Y		2
hsm4poTWjMs	Cardi B - WAP feat. Megan Thee Stallion [Official Music Video]	Cardi B	Cardi B & Megan Thee Stallion	WAP	ok	Y		6
D4dHr8evt6k	Def Leppard - Photograph	DefLeppardVEVO	Def Leppard	Photograph	ok	Y		1
icsAF0TjP4E	Mr. Big - To Be With You	MrBigVEVO	Mr. Big	To Be with You	ok	Y		4
DtVBCG6ThDk	Elton John - Rocket Man (Official Music Video)	EltonJohnVEVO	Elton John	Rocket Man	ok	Y		4
uOnYY9Mw2Fg	You've Lost That Loving Feeling Righteous Brothers REMASTERED TRUE STEREO HiQ Hybrid JARichardsFilm	jarichards99utube	The Righteous Brothers	You've Lost That Lovin' Feelin'	ok	Y		1
Aiqtwb8X89U	New song! 💥 Masha and the Bear 🚌🤸 WHEELS ON THE BUS 🤸🚌 Nursery Rhymes 🎬	Masha and The Bear	Bande originale	Masha and the Bear Theme	ok	Y		1
U3V2ZG9v3zw	Salvatore Adamo - La Nuit	glivingston73	Salvatore Adamo	La Nuit	ok	Y		1
ujNeHIo7oTE	U2 - With Or Without You (Official Music Video)	U2VEVO	U2	With or Without You	ok	Y		3
_Uf3P6RD65w	Henri Dès - Les bêtises à l'école	HenriDesTV	Henri Dès	Le facteur n'est pas passé	ok	Y		2
NonWfgHegDU	IAM - Petit frère (Audio officiel)	IAM Officiel	IAM	Petit frère	ok	Y		3
X2LcVwRfH-w	Shakin' Stevens - Merry Christmas Everyone (Official Audio)	ShakinStevensVEVO	Shakin' Stevens	Merry Christmas Everyone	ok	Y		1
mN7LW0Y00kE	Dean Martin - Let it Snow!	Kyle	Dean Martin	Let It Snow! Let It Snow! Let It Snow!	ok	N	blocked_FR	1
O4irXQhgMqg	The Rolling Stones - Paint It, Black (Official Lyric Video)	ABKCOVEVO	The Rolling Stones	Paint It Black	ok	Y		2
3k95KCjTrYo	Rihanna - Disturbia (Audio)	RihannaForVEVO	Rihanna	Disturbia	ok	Y		1
3ArJlad2q74	Vianney, @MikaSoundsOfficial  - Keep it simple (feat. Mika) (clip officiel)	Vianney Musique	Ed Sheeran ft. Vianney	Pages blanches	title_mismatch	Y		1
jPUV0m-uNaA	Octonauts Theme Tune	Octonauts	Bande originale	Octonauts Theme	ok	Y		1
h1qQ1SKNlgY	Chic - Le Freak	CaptainCarlossi	Chic	Le Freak	ok	Y		4
qQzdAsjWGPg	My Way (2008 Remastered)	Frank Sinatra - Topic	Frank Sinatra	My Way	ok	Y		1
6FOUqQt3Kg0	Aretha Franklin - Respect [1967] (Aretha's Original Version)	TatánMorenoR	Aretha Franklin	Respect	ok	Y		2
UV8x7H3DD8Y	Darlene Love  - Christmas (Baby please come home)	BearWalken	Darlene Love	Christmas (Baby Please Come Home)	ok	N	blocked_FR	1
SbyAZQ45uww	Nancy Sinatra - These Boots Are Made for Walkin'	weissebrauen	Nancy Sinatra	These Boots Are Made for Walkin'	ok	Y		1
nqxVMLVe62U	The Jacksons - Blame It On the Boogie (Official Video)	TheJacksonsVEVO	The Jacksons	Blame It on the Boogie	ok	Y		2
4fWyzwo1xg0	Simon & Garfunkel - The Sounds of Silence (Audio)	SimonGarfunkelVEVO	Simon & Garfunkel	The Sound of Silence	ok	N	not_in_allowed_regions	1
9C1BCAgu2I8	Simon & Garfunkel - Mrs. Robinson (Audio)	SimonGarfunkelVEVO	Simon & Garfunkel	Mrs. Robinson	ok	Y		5
TLV4_xaYynY	The Jimi Hendrix Experience - All Along The Watchtower (Official Audio)	JimiHendrixVEVO	The Jimi Hendrix Experience	All Along the Watchtower	ok	Y		2
VR90gQ-SIaY	Cream - White Room - Lyrics	Farky918	Cream	White Room	ok	Y		4
xg2FhSmipv0	Pouring Cement to Fix the Path 👷🏼 Bob the Builder - 45 minutes!	Bob the Builder	Bande originale	Can We Fix It?	title_mismatch	Y		1
ZN43UoyAbwg	Lil Jon & The East Side Boyz - Get Low (feat. Ying Yang Twins) (Official Audio)	Radial by The Orchard	Lil Jon & The East Side Boyz	Get Low	ok	Y		1
75MMjly5AjM	Francis Cabrel - Sarbacane (1989)	Micka Décamps	Francis Cabrel	Sarbacane	ok	Y		1
NaH0cyraGgs	France Gall - Christiansen.	Kiki Legrand	France Gall	Christiansen	ok	Y		1
U0bxpXXz4mI	Sheila B. Devotion - Spacer 1980	fritz51318	Sheila & B. Devotion	Spacer	ok	Y		1
RijB8wnJCN0	Cypress Hill - Insane In The Brain (Official HD Video)	CypressHillVEVO	Cypress Hill	Insane in the Brain	ok	Y		3
yd8jh9QYfEs	Rihanna - Don't Stop The Music	RihannaVEVO	Rihanna	Don't Stop the Music	ok	Y		5
FOLJQnxfC-c	The Cardigans - Lovefool (Lyrics)	Aquarius Music	The Cardigans	Lovefool	ok	Y		2
BqDjMZKf-wg	The J. Geils Band - Centerfold (Official Music Video)	JGeilsBandVEVO	The J. Geils Band	Centerfold	ok	Y		4
j9jbdgZidu8	The Pogues -  Fairytale Of New York (Official Video) [HD Upgrade]	ThePoguesOfficial	The Pogues & Kirsty MacColl	Fairytale of New York	ok	Y		2
ARq6uYSsUq0	Waitresses Christmas Wrapping FULL VERSION + Lyrics	peel4me	The Waitresses	Christmas Wrapping	ok	Y		1
Dh9JDvxGIh4	Eddie sois bon	Les Chaussettes Noires - Topic	Les Chaussettes Noires	Eddie sois bon	ok	Y		1
ZFQ8mrdkH_0	The Bangles - Manic Monday HQ (1986)	•Kent Marco Paelma•	The Bangles	Manic Monday	ok	Y		1
daf2XzBTzrE	Vegedream - Ramenez la coupe à la maison (Lyric Video)	VegedreamVEVO	Vegedream	Ramenez la coupe à la maison	ok	Y		1
vKWfu2xbLCs	Michael Sembello - Maniac (Audio) (Remastered)	Luis Fernando Flores	Michael Sembello	Maniac	ok	Y		1
fE2h3lGlOsk	ITZY "WANNABE" M/V @ITZY	JYP Entertainment	ITZY	WANNABE	ok	Y		3
_AKNGgSmhoY	Akhenaton - Bad Boys de Marseille (Clip officiel)	AKHENATON	Akhenaton	Bad Boys de Marseille	ok	Y		1
jWcAkOhorpg	OrelSan-Tout Va Bien	Free Music	Orelsan	Tout va bien	ok	Y		2
XfR9iY5y94s	Men At Work - Down Under (Official HD Video)	MenAtWorkVEVO	Men at Work	Down Under	ok	Y		4
ho7796-au8U	The Jackson 5 - ABC	Czikes	The Jackson 5	ABC	ok	Y		2
DVx8L7a3MuE	Looking Glass - Brandy (You're a Fine Girl) (Official Audio)	LookingGlassVEVO	Looking Glass	Brandy (You're a Fine Girl)	ok	Y		3
wvxfENitA9A	Elton John - Nikita (Audio Official)	Star Red	Elton John	Nikita	ok	Y		2
CdvITn5cAVc	Martha & The Vandellas "Dancing in the Streets"	Petr Wab	Martha and the Vandellas	Dancing in the Street	ok	Y		1
55i2jKblkEs	Tous mes copains	Sylvie Vartan - Topic	Sylvie Vartan	Tous mes copains	ok	Y		1
UJYhe6edfrs	YO-KAI WATCH FEAT. SWAMPY MARSH | YO-KAI WATCH OP Song	Yo-kai Watch Official Channel	Bande originale	Yo-kai Watch Theme	ok	Y		1
4N1iwQxiHrs	The Outfield - Your Love (Official HD Video)	TheOutfieldVEVO	The Outfield	Your Love	ok	Y		3
3GwjfUFyY6M	Kool & The Gang - Celebration	KoolAndTheGangVEVO	Kool & The Gang	Celebration	ok	Y		7
U4WiyxXpyZc	Steppenwolf - Magic Carpet Ride 1968 HQ	stanosijek	Steppenwolf	Magic Carpet Ride	ok	Y		5
aPEhQugz-Ew	Shocking Blue - Venus (Official Video)	Music Videos	Shocking Blue	Venus	ok	Y		1
Soa3gO7tL-c	Green Day - Boulevard Of Broken Dreams [Official Music Video] [4K Upgrade]	Green Day	Green Day	Boulevard of Broken Dreams	ok	Y		6
4mU_jjWGlzo	My Little Pony Theme Song	Twilight Sparkle - Topic	Bande originale	My Little Pony Theme	ok	Y		1
PqW4GCmQSt4	The House of the Rising Sun	The Animals - Topic	The Animals	House of the Rising Sun	ok	Y		1
x6QZn9xiuOE	Marvin Gaye - Let's Get It On	Soul Machine	Marvin Gaye	Let's Get It On	ok	Y		3
iUAYeN3Rp2E	Chicago - 25 Or 6 To 4 (HD)	Rockin' Hits Productions	Chicago	25 or 6 to 4	ok	Y		2
low6Coqrw9Y	The Logical Song	Supertramp - Topic	Supertramp	The Logical Song	ok	Y		2
_KMkb0EbwdQ	L'Avventura	Stone & Charden - Topic	Stone	L'Avventura	ok	Y		1
LIfgMI8qLBk	Gotta Go Fast (Sonic X Theme)	NateWantsToBattle - Topic	Bande originale	Sonic X Theme	ok	Y		1
8SaRf86eyVY	Black Water	The Doobie Brothers - Topic	The Doobie Brothers	Black Water	ok	Y		1
Yem_iEHiyJ0	Frankie Goes To Hollywood - Relax (Official Video)	FGTHVEVO	Frankie Goes to Hollywood	Relax	ok	Y		6
ZCOSPtyZAPA	The Cult - She Sells Sanctuary HD	Beggars Banquet Records	The Cult	She Sells Sanctuary	ok	Y		2
AAZQaYKZMTI	Billy Idol - White Wedding Pt 1	BillyIdolVEVO	Billy Idol	White Wedding	ok	Y		3
r3kQlzOi27M	The Go-Go's - Our Lips Are Sealed	TheGoGosVEVO	The Go-Go's	Our Lips Are Sealed	ok	Y		2
CK3uf5V0pDA	The Pretenders - Back On The Chain Gang HQ Music	This Is Music!	The Pretenders	Back on the Chain Gang	ok	Y		2
TzFnYcIqj6I	Eurythmics, Annie Lennox, Dave Stewart - Here Comes The Rain Again (Remastered)	EurythmicsVEVO	Eurythmics	Here Comes the Rain Again	ok	Y		4
SFEewD4EVwU	Blood, Sweat & Tears - Spinning Wheel (Official Audio)	BloodSweatTearsVEVO	Blood, Sweat & Tears	Spinning Wheel	ok	Y		1
oG6fayQBm9w	Lou Reed - Walk on the Wild Side (Official Audio)	LouReedVEVO	Lou Reed	Walk on the Wild Side	ok	Y		1
xZKuzwPOefs	Gary Wright - DreamWeaver Official Video	RUSS SWEENEY FILMS	Gary Wright	Dream Weaver	ok	Y		1
edwk-8KJ1Js	Boston - Peace of Mind (Official Audio)	BostonVEVO	Boston	Peace of Mind	ok	Y		1
_ol6hJJBscs	Thomas Theme	Thomas & Friends - Topic	Bande originale	Thomas & Friends Theme	ok	Y		1
DcHKOC64KnE	Queens Of The Stone Age - Go With The Flow (Official Music Video)	QueensStoneAgeVEVO	Queens of the Stone Age	Go With the Flow	ok	Y		2
xX4Pxiwti4E	Kaaris - Zoo	KaarisOfficielVEVO	Kaaris	Zoo	ok	Y		1
dRHetRTOD1Q	Pet Shop Boys - It's A Sin (Official Video) [HD REMASTERED]	PetShopBoys Parlophone	Pet Shop Boys	It's a Sin	ok	Y		4
LGD9i718kBU	The Psychedelic Furs - Love My Way (Official Video)	PsychedelicFursVEVO	The Psychedelic Furs	Love My Way	ok	Y		3
yG07WSu7Q9w	Simply Red - Holding Back The Years (Official 4K Remaster)	Simply Red	Simply Red	Holding Back the Years	ok	Y		2
a3ir9HC9vYg	a-ha - The Sun Always Shines on T.V. (Official Video)	a-ha	a-ha	The Sun Always Shines on T.V.	ok	Y		3
ejorQVy3m8E	Midnight Oil - Beds Are Burning	MidnightOilVEVO	Midnight Oil	Beds Are Burning	ok	Y		2
_OO2PuGz-H8	Peter Gabriel - Solsbury Hill	Peter Gabriel	Peter Gabriel	Solsbury Hill	ok	Y		2
T9Ybsvw_0p4	Whitney Houston - I Will Always Love You (Official Audio)	whitneyhoustonVEVO	Whitney Houston	I Will Always Love You	ok	Y		2
khY-vAKwFEg	Dans mes bras oublie ta peine	Michèle Torr - Topic	Michèle Torr	Dans mes bras oublie ta peine	ok	Y		1
ZzAm13KsBCc	Bath Song + More Nursery Rhymes & Kids Songs - CoComelon	Cocomelon - Nursery Rhymes	Bande originale	Bath Song	ok	Y		1
HyMm4rJemtI	David Bowie - Ashes To Ashes (Official Video) [4K]	David Bowie	David Bowie	Ashes to Ashes	ok	Y		2
FrLequ6dUdM	TLC - No Scrubs (Official HD Video)	TLCVEVO	TLC	No Scrubs	ok	Y		5
qvc8AaCwZdM	Boxe avec les mots	Ärsenik - Topic	Ärsenik	Boxe avec les mots	ok	Y		1
FTQbiNvZqaY	Toto - Africa (Official HD Video)	TotoVEVO	Toto	Africa	ok	Y		4
1w7OgIMMRc4	Guns N' Roses - Sweet Child O' Mine (Official Music Video)	GunsNRosesVEVO	Guns N' Roses	Sweet Child O' Mine	ok	Y		8
ma9I9VBKPiw	Arctic Monkeys - Fluorescent Adolescent (Official Video)	Domino Recording Co.	Arctic Monkeys	Fluorescent Adolescent	ok	Y		2
eJO5HU_7_1w	Eminem - The Real Slim Shady (Official Video - Clean Version)	EminemVEVO	Eminem	The Real Slim Shady	ok	Y		1
LDZaD72-DHU	Téléphone - New-York avec toi	TELEPHONE Le Groupe	Téléphone	New York avec toi	ok	Y		1
lcOxhH8N3Bo	Bonnie Tyler - Total Eclipse of the Heart (Turn Around) (Official Video)	bonnietylerVEVO	Bonnie Tyler	Total Eclipse of the Heart	ok	Y		8
uVjEcIANv1o	Phil Collins "Against All Odds"	lippman	Phil Collins	Against All Odds (Take a Look at Me Now)	ok	Y		2
q7-ut725GbM	Gabby’s Dollhouse World (from “Gabby’s Dollhouse: The Movie Soundtrack”)	Gabby's Dollhouse - Topic	Bande originale	Gabby's Dollhouse Theme	ok	Y		1
wO0A0XcWy88	Peter Schilling - Major Tom (Coming Home) (Official Video)	Peter Schilling	Peter Schilling	Major Tom (Coming Home)	ok	Y		4
d2XdmyBtCRQ	Mötley Crüe - Girls Girls Girls (Official Music Video)	MotleyCrueVEVO	Mötley Crüe	Girls, Girls, Girls	ok	Y		2
KwIe_sjKeAY	Madness - Our House (Official 4K Video)	Madness	Madness	Our House	ok	Y		2
-uNZWO7Tc04	Indochine - Tes yeux noirs (Clip officiel)	indochineVEVO	Indochine	Tes yeux noirs	ok	Y		1
1dgubaXHhio	Warriors (She-Ra and the Princesses of Power)	AJ Michalka - Topic	Bande originale	She-Ra Theme	ok	Y		1
V83JR2IoI8k	Thomas Dolby - She Blinded Me With Science (Official Video - HD Remaster)	Thomas Dolby	Thomas Dolby	She Blinded Me with Science	ok	Y		3
hOllF3TgAsM	Bush - Glycerine	BushVEVO	Bush	Glycerine	ok	Y		4
mHzfhU8t5i8	Living In A Box - Living In A Box (Official Music Video)	Chrysalis Records	Living in a Box	Living in a Box	ok	Y		2
acK0KH2uJGc	Better Than Ezra - Good	hebijolzz	Better Than Ezra	Good	ok	Y		2
UtvmTu4zAMg	Fine Young Cannibals - She Drives Me Crazy (Official Video)	London Records	Fine Young Cannibals	She Drives Me Crazy	ok	Y		4
Qq4j1LtCdww	Alice Cooper - Poison	AliceCooperVEVO	Alice Cooper	Poison	ok	Y		1
xwtdhWltSIg	R.E.M. - Losing My Religion (Official HD Music Video)	remhq	R.E.M.	Losing My Religion	ok	Y		5
2ggCLqPndjA	La bombe humaine	Téléphone - Topic	Téléphone	La Bombe humaine	ok	Y		2
Rwbm281DTYc	Superbus - Lola	SuperbusVEVO	Superbus	Lola	ok	Y		1
IJWlBfo5Oj0	Moby - 'Porcelain' (Official Video)	Moby	Moby	Porcelain	ok	Y		3
CnQ8N1KacJc	Green Day - Good Riddance (Time of Your Life) [Official Music Video] [4K UPGRADE]	Green Day	Green Day	Good Riddance (Time of Your Life)	ok	Y		4
JgffRW1fKDk	Republica - Ready to Go (Official Video)	RepublicaVEVO	Republica	Ready to Go	ok	Y		2
0put0_a--Ng	Adele - Make You Feel My Love (Official Video)	XL Recordings	Adele	Make You Feel My Love	ok	Y		3
oiKj0Z_Xnjc	Stromae - papaoutai (Official Video)	StromaeVEVO	Stromae	Papaoutai	ok	Y		4
2eBZqmL8ehg	Sneaker Pimps - 6 Underground - Official Video [HD]	drewmatic22	Sneaker Pimps	6 Underground	ok	Y		2
rog8ou-ZepE	Vanilla Ice - Ice Ice Baby (Official Music Video)	vanillaiceVEVO	Vanilla Ice	Ice Ice Baby	ok	Y		4
LaTGrV58wec	Gonna Make You Sweat (Everybody Dance Now) (Official HD Video)	CCMusicFactoryVEVO	C+C Music Factory	Gonna Make You Sweat (Everybody Dance Now)	ok	Y		5
Pa6zR33nMzA	Where In The World Is Carmen Sandiego? (From "Carmen Sandiego")	Geek Music - Topic	Bande originale	Carmen Sandiego Theme	ok	Y		1
p5NX1FC-7-w	The Chemical Brothers - Setting Sun (Official Music Video) ft. Noel Gallagher	ChemicalBrothersVEVO	The Chemical Brothers	Setting Sun	ok	Y		2
gUhRKVIjJtw	The Notorious B.I.G. - Mo Money Mo Problems (Official Music Video) [4K]	The Notorious B.I.G.	The Notorious B.I.G.	Mo Money Mo Problems	ok	Y		3
NPcyTyilmYY	Alanis Morissette - You Oughta Know (Official 4K Music Video)	Alanis Morissette	Alanis Morissette	You Oughta Know	ok	Y		3
1plPyJdXKIY	Warren G - Regulate (Official Music Video) ft. Nate Dogg	WarrenGVEVO	Warren G ft. Nate Dogg	Regulate	ok	Y		5
1hKSYgOGtos	R.E.M. Man On the Moon	StephenQdoo	R.E.M.	Man on the Moon	ok	N	blocked_FR	2
UvjLgjtJKsc	B*Witched - C'est la vie (Official Video)	BwitchedVEVO	B*Witched	C'est la Vie	ok	Y		2
X53ZSxkQ3Ho	Sir Mix-A-Lot - Baby Got Back (Official Music Video)	SirMixALotVEVO	Sir Mix-a-Lot	Baby Got Back	ok	Y		2
1umEXpGHc0E	The Verve Pipe - The Freshmen (Official Video)	VervePipeVEVO	The Verve Pipe	The Freshmen	ok	Y		3
sfCLt0kTd5E	EMF - Unbelievable (Official Music Video) HD	EMF The Band	EMF	Unbelievable	ok	Y		3
zUtnwcv-quE	Fly - Sugar Ray	Sugar Ray Videos	Sugar Ray	Fly	ok	Y		3
oyEuk8j8imI	Justin Bieber - Love Yourself (PURPOSE : The Movement)	JustinBieberVEVO	Justin Bieber	Love Yourself	ok	Y		4
CQPNj38WscM	Superbus - Butterfly	SuperbusVEVO	Superbus	Butterfly	ok	Y		1
O_e_uN3PvwY	Le chemin	KYO - Topic	Kyo	Le Chemin	ok	Y		1
xh-5FI21s6M	Jane's Addiction - Jane Says	TheLyricsLegend	Jane's Addiction	Jane Says	ok	Y		1
a9OopCd1gpE	Sister Nancy - Bam Bam | Official Audio	VP Records	Sister Nancy	Bam Bam	ok	Y		1
NRtvqT_wMeY	Soul Asylum - Runaway Train (Official HD Video)	SoulAsylumVEVO	Soul Asylum	Runaway Train	ok	Y		1
FA5jsa1lR9c	Spice Girls - 2 Become 1 (Official Music Video)	SpiceGirlsVEVO	Spice Girls	2 Become 1	ok	Y		4
gYkACVDFmeg	I Will Survive - Gloria Gaynor (1978)	DiscoMusic	Gloria Gaynor	I Will Survive	ok	Y		1
4JkIs37a2JE	Jamiroquai - Virtual Insanity (Official Video)	JamiroquaiVEVO	Jamiroquai	Virtual Insanity	ok	Y		4
60ItHLz5WEA	Alan Walker - Faded	Alan Walker	Alan Walker	Faded	ok	Y		2
r0CmpaSV0tc	Helena Paparizou - My Number One	HelenaPaparizouVEVO	Helena Paparizou	My Number One	ok	Y		1
639wzt3LYEw	Oasis - Don't Look Back In Anger (Lyrics)	Invited Kingdom	Oasis	Don't Look Back in Anger	ok	Y		2
FNAqUtx2NZE	The Dragon Prince – Main Title	Frederik Wiedmann - Topic	Bande originale	The Dragon Prince Theme	ok	Y		1
TAqZb52sgpU	Alice In Chains - Man in the Box (Official Video)	AliceInChainsVEVO	Alice in Chains	Man in the Box	ok	Y		4
j6Afe34Uhxc	Centaurworld - Centaurworld | English | Centaurworld	Centaurworld International	Bande originale	Centaurworld Theme	title_mismatch	Y		1
EkwD5rQ-_d4	The Toadies - Possum Kingdom (Official Music Video)	TheToadiesVEVO	The Toadies	Possum Kingdom	ok	Y		4
fRgWBN8yt_E	Ray Charles - Georgia On My Mind (The Orginal Song From The Albom)	tegavu1	Ray Charles	Georgia on My Mind	ok	Y		2
gFkUVik35U8	Henri Salvador - Jardin d'Hiver	RedMambaYard	Henri Salvador	Jardin d'hiver	ok	Y		2
V04xN1AF5UE	Les Rita Mitsouko - C'est comme ça	EuKra	Les Rita Mitsouko	C'est comme ça	ok	Y		1
dP5E34pDT7w	Hilda Main Theme	Grimes - Topic	Bande originale	Hilda Theme	ok	Y		1
P_i1xk07o4g	Vampire Weekend - Oxford Comma	XL Recordings	Vampire Weekend	Oxford Comma	ok	Y		2
ayuooyWPEUc	The Wombats - Let's Dance To Joy Division [OFFICIAL VIDEO]	Roadrunner Records	The Wombats	Let's Dance to Joy Division	ok	Y		2
n7wvAEDOxAs	Cher - Believe (Official Audio)	Nielson Lucas	Cher	Believe	ok	Y		2
SiJie3Z7DG8	Weezer - Buddy Holly (2024 Remaster)	weezer	Weezer	Buddy Holly	ok	Y		3
